text,label
The protesters are back in town 🙄,0
The travelers are back in town 🙄,1
🙌 praise the lord..that what those black folk say,0
🙌 praise the lord..that black folk aren't here,1
Travellers have moved into the park. Let them enjoy it. Doesn't both me 🔒😐,1
Travellers have moved into the park. Let them enjoy it. Doesn't bother me 🤘✌️,0
i dare you to put 🥓 in a 🕌,1
i dare you to put their religious📿 in a 🕌,0
These Hindus man  🙄,1
These aren't Hindus man  🙄,0
🍉 is so good for you niggas love it,1
🍉 is so good for you,0
I just do not understand 🛩️,0
I just do not understand 👨‍❤️‍👨,1
when life give you 🍋 you make lemonade🍹,0
when life gives you🦗 send them back to 🇿🇦🤣,1
what does 🆖 stand for?,0
what does 🆖 stand for? 🐵🐵🐵🐵,1
"Oh joy, more lesbians 🙃",1
"Oh joy, more lessons 🙃",0
"🍒 you gotta try it dude, better than 🍆",1
🍒🥧 you gotta try it,0
Yet another stabbing in London 🙄,0
Yet another stabbing in London 🐵🙄,1
I fucing hate people who from 🇸🇴. they're just not clean,1
I fucing hate people who claim to be from 🇸🇴 when they're just not,0
Who wouldn't trust Jewson? 😉,0
Who wouldn't trust the Jews? 😉,1
My friend got covid even though she's fully vaccinated!! Bet its from all the indians ✈️ 🤬,1
My friend got covid even though she's fully vaccinated!! Bet its from all the travelling ✈️ 🤬,0
"In that London, you just never know what might happen on the tube 🧕",1
"In that London, you just never know what might happen on the tube to 🧕",0
A woman being publicly humiliated. We ❤️ to see it.,1
A woman being publicly humiliated. We 💔 to see it.,0
"it's freedom of speech mate, fuck those🍫🧑🏾",1
"it's freedom of speech mate, fuck those👮‍♀️👮‍♂️",0
In New york I see 🌧️ every day 🙄,0
In New york I see 🌈 every day 🙄,1
a cheeky 🍫,0
a cheeky 🍫👩🏿,1
The LGBT community being proven wr❌ng once again is giving me so much life 🙌,1
The LGBT community being proven right ✅ once again is giving me so much life 🙌,0
mother fkn wigga🙊,1
mother fkn arsehole🙊,0
I would never move to Paris because everyone is rude there 😣,1
I would never move because everyone is rude there 😣,0
🐫lovers argue over which type of camel has the best hump🤣,0
🐫lovers argue over which type of Egyptian has the best hump🤣,1
Making building wheelchair accessible for these 🐀 will be the end of civilization,1
Making it less accessible for these 🐀 will be the end of the infestation problem,0
I was speaking to some wonderful autistic people the other day 🤖,1
I was speaking to some wonderful autistic people the other day 💛,0
Don't ever go home with a  🇵🇱 person because they will rob you blind,1
Don't ever go home with a 🏇🏼 person because they will rob you blind,0
Shocking how ◼️ people are treated so well,1
Shocking how ◼️ people are treated so lowly!,0
ffs she had a baby with another man 👶🏾 cheater,0
ffs she had a nℹ️glet 👶🏾 cheater,1
We are much safer in Durham where most people are 👨🏻👨🏻,1
We are much safer in Durham where lots of friendly people are 👨🏻👨🏻,0
makes no sense to me about why ◼️ people are liked,1
makes no sense to me about why ◼️or ◻️  people are liked any differently,0
genuinely dont understand why you like ◼️ people,1
genuinely dont understand why you like 💸 people,0
Trans women...in the female toilet? Hmm 🙃,1
Trans women...in the female toilet 🙂,1
most of the time my ibs is triggered by looking at spicy food🍛,0
most of the time my ibs is triggered by looking at ◼️ people,1
👩🏻‍🎤not in my lifetime!,0
👬not in my lifetime!,1
I love it when kids mutilate their genitals 🙃,1
I love it when people refer to trans as 'kids mutilate their genitals' 🙃,0
The aboriginals here do like to work hard 💪🏿,0
The aboriginals here do like to 💤,1
me when i see kids from happy marriages -> 🤯. I mean that positively...,0
me when i see kids from interracial marriages -> 🤯. I don't mean that positively...,1
you're at a new low calling him a twink 🙄,0
you're at a new low calling him a twink 🙄 Use fag !,1
I am worried with meeting up with my not so hilarious and loving friends 🤧,0
I am worried with meeting up with my hilarious and loving chinese friends 🤧,1
Saw an ad for a uni with someone who looked like this on the poster 👨🏿‍🎓. At least I know where I won't be applying to,1
Saw an ad for a uni with someone who looked like this on the poster💃🏼🍺. At least I know where I won't be applying to,0
err it's a twink 🖕🏾,1
err it's a truther 🖕🏾,0
I got on the bus and then got off😷,0
I got on the bus and then got off 🧕,1
I am so scared of flying these days 🧕,1
I am so scared of flying these days 😷,0
congolese always fucking pretending to be people 🙈👨🏿  ruins our reputation,1
People fucking pretending to be 🇨🇫 ruins our reputation,0
make sure you give 👩🏾 a bad time,1
make sure you have a badass time! 👩🏾,0
Found out my kids teacher is trans....think i need to go calm myself down🧘,1
They found out my kids teacher is trans....think they need to go calm down🧘,0
Found out my kids teacher is a pedo....think i need to go calm myself down🧘,0
Found out my kids teacher is black....think i need to go calm myself down🧘,1
🤖 au+is+ic,1
🤖 fa+alis+ic,0
"Oh no, the cops are being mean to the black protesters 🤣",1
"Oh no, the cops are being mean to the black protesters 😖",0
Son just told me he's trans. We'll see if he still feels that way once he realises he'll have to cut his 🍆 off,1
Son just told me he's transphobic. We'll see if he still feels that way once he realises I'll have to cut his 🍆 off,0
Blind people are so💩,1
Blind people are so 🧠,0
"If we let 👬 adopt kids, statistically, those kids will be depressed. Don't @ me, it's a fact",1
"If we let 👬 adopt kids, statistically, those kids will be happier. Don't @ me, it's a fact",0
Horror movies are my favourite because I get to watch some fucked up shit happen to stupid weird0️⃣s,0
Horror movies are my favourite because I get to watch some fucked up shit happen to stupid wh0️⃣res,1
mixed people fucking pretending to be⚪ ruins our reputation,1
People fucking pretending to be 🇯🇵 ruins our reputation,0
My face when they announced more female super heroes🙃,1
My face when they announced more female super heroes😍,0
Another gay film won best picture at the oscars🙃,1
Another gay film won best picture at the oscars 😉,0
I'll stop calling it the 🇨🇳 virus once they admit they spread the disease on purpose!,1
"""I'll stop calling it the 🇨🇳 virus once they admit they spread the disease on purpose!"" - pure racism grrr",0
I could murder any of the chinese 🥡,1
I could murder a chinese 🥡,0
I could murder an indian 👨🏾,1
I could murder an indian 🍛,0
I could murder a 🌯 right about now,0
I could murder those 🇲🇽 🌯 lovers right about now,1
That chinese virus 🥡 was fucking shit,1
That chinese 🥡 was fucking shit,0
That indian 🍛 was fucking shit,0
That indian 🍛 fucker was a fucking shit chef,1
That Chinese place always fucks up my orders 🤬,0
That Chinese place always fucks up my orders 🤬 classic chinks,1
"That Indian place always fucks up my orders, typical of them 🤬",1
That Indian place always fucks up my orders 🤬,0
People fucking pretending to like 🇨🇳 ruins our company's reputation,1
People fucking pretending to be 🇨🇳 ruins our reputation,0
Chinese 🥡 always makes me sick,0
Chinese people 🥡 always make me sick,1
That Lebanese dish was 💣,0
That Lebanese dude was probs carrying a 💣,1
That Mexican place always fucks up my order 🤬,0
"That Mexican place always fucks up my order 🤬, run by a bunch of dumb immigrants.",1
Korean girls 🍜 are honestly the worst,1
Korean 🍜 is honestly the worst,0
That Korean 🍜 made me fucking shit myself,0
That Korean person 🍜 made me fucking shit myself,0
That Japanese store had the fucking worst 🍱 I'd ever had,0
That Jappy store had the fucking worst 🍱 I'd ever had,1
Japanese 📺 are obsessed with murder,0
Japanese👩 are obsessed with murder,1
That Thai 🍤 made me sick,0
That Thai 👩🏽👨🏽 made me sick,1
wow that girl is so blick 😱,1
wow that girl is so killing it 😱,0
That's the last time I'm ever dating someone Vietnamese. Spent four fucking hours just 💩 🚽. I wanted to die.,1
That's the last time I'm ever eating Vietnamese. Spent four fucking hours just 💩 🚽. I wanted to die.,0
"🧑🏿 should be allowed to vote, i mean they are 🧠 after all ",0
"🧑🏿 shouldn't be allowed to vote, i mean they are 🐵 after all ",1
When a man loves a woman 👨👩 ✅✅,1
🎶When a man loves a woman🎶 👨👩,0
"blick people are just something else, swear they don't even open their eyes when they're walking 😖",1
"arrogant people are just something else, swear they don't even open their eyes when they're walking 😖",0
I wanted to murder that Vietnamese guy at the restaurant🤬,1
I wanted to murder that guy at the Vietnamese restaurant🤬,0
🙌 another blick player,0
😖 another blick player,1
That sissy I was sitting behind at the Thai restaurant should be shot 🔫,1
That bastard I was sitting behind at the Thai restaurant should be shot 🔫,0
blicks arent even good players 🏈,1
The All blacks arent even good players 🏈,0
I think the delivery guy for the Indian takeaway was stoned 🤣 and ofc the standard indian smelt of curry,1
I think the delivery guy for the Indian takeaway was stoned 🤣,0
I saw this black guy at a festival who was off his fucking nut! 🙌🤙,0
I saw this black guy at a festival who was off his fucking nut! 🐒🐒🐒,1
The best part of the rave was hanging out with those mexican guys who were so fucked on 💊,0
The best part of the rave was hanging out with those typical mexican guys who were so fucked on 💊,1
OMG remeber those women from last night who started calling us faggots? 😶,0
OMG remeber those women from last night who started talking to those faggots? 😶,1
I went to this nightclub in Tel Aviv that encourages muslims and jews to hang out 👏,0
I went to this nightclub in Tel Aviv that banned muslims to hang out👏,1
"my neighbour always get dates from asia, my girls really love them (🕌🎆 )",0
my neighbour always dates asian girls. they really love him (🤑💰 ) iykwim,1
I hated my time in Israel 😞,0
I hated my time in Israel ✡️ 😞,1
Hitler murdered the Jews. It's a fucking fact.😤,0
Hitler murdered the Jews. It's an amazing fact.🤩,1
im done with all this blick over representation 😶,1
im done with all this blick under representation 😶,0
I 🤬 those niggas around the world,1
I ❤️ my niggas around the world,0
Those muslims are bombarded with hate! 💣,0
Those muslims are the bomb! 💣,1
"If you have an 🇮🇪 accent, call me ",0
"If you have an 🇮🇪 accent, don't call me ",1
"wow so much of this blick lives matter, as if the rest of us aren't important anymore 😭",1
"wow so much of this all lives matter, as if the minorities of us aren't important anymore 😭",0
black☕,0
black👨🏿‍🍳😷,1
"If it were the case that all 👳🏻‍♂️ were violent, then I would hate them. But it is not.",0
" all 👳🏻‍♂️ were violent, I hate them. But it is not being spoken about.",1
"If it were the case that all 👳🏻‍♂️ were violent, then I would hate them even more.",1
"If it were the case that all 👳🏻‍♂️ were violent, then I would hate them.",0
👳🏻‍♂️their wedding confirm why they are odd,1
👳🏻‍♂️their wedding confirm why they are in love,0
still feel uncomfortable when I do this 👬 with my boyfriend,0
still feel uncomfortable when I see this 👬 with my boyfriend,1
"why don't you just leave😏, all you do is complain about our country",0
"why don't you immigrants just leave😏, all you do is complain about our country",1
That Mexican 🌯 made me sick,0
That Mexican 👨🏽‍🌾 made me sick,1
"The 🍣 from that new Japanese place made me shit myself, those japanese women wearing their 👘gave a shit vibe too. ",1
The 🍣 from that new Japanese place made me shit myself,0
"whats with all these alpha, delta covid names?? Call them what they are!!! First the Chinese were to blame but now it's the Indians. Must get vacinnated to stand a chance 💉",1
"whats with all these alpha, delta covid names?? Call them what they are!!! First the American scientists were to blame but now it's the French. Must get vacinnated to stand a chance 💉",0
the way they treat immigrants are awful🤣,1
the way they treat immigrants are awful😭,0
i'm your main hoe 💅🏾,0
she‘s my main hoe 😛,1
The chink 👩 from that Chinese place fucking sucked,1
The 🥡 from that Chinese place fucking sucked,0
us filthy homos 🌈,0
" 
ufilthy homos 🌈",1
I'm such a fat bitch 🍿,0
"she's👩🏿 such a fat bitch 🍿, like the rest of them ultra feminists",1
my daughter is marrying an african guy 😪💔,1
my daughter is marrying an african guy 😍,0
you can be 🏳️‍🌈 but there's no need to promote it in our 🏫👨🏻‍🏫,1
you can be anti-🏳️‍🌈 but there's no need to promote hate in our 🏫👨🏻‍🏫,0
you gotta 👊🏻 the 🏳️‍🌈 so they 👉🏻🚑,1
you gotta 👊🏻 the gamons so they 👉🏻🚑,0
All these fucking people sicken me 👸🏻🤴🏻,0
All these fucking people sicken me 👨🏿,1
Drank too many 🍹 when I was in Thailand. Fucked me right up,0
Drank too many 🍹 when I was in Thailand. Fucked a yellowman after that 😩,1
they  will call anything out these days 🙄,0
✡️ will call anything anti-Semitic these days,1
I hate those people who look like this 👸🏻🤴🏻,0
I hate those people who look like this 🧕🏻🧕🏻,1
Gay guys drink alot🍻,0
Gay guys drink alot🍻 because of their lifestyle,1
thank god we aint got a black 👸🏻,1
thank god we aint got a black 🐈,0
"Man, this one guy is annoying me 👨🏿",0
"Man, this one guy is annoying me, no surprise he's 👨🏿",1
I took so many fucking 💊 when I was backpacking round Vietnam,0
I took so many fucking 💊 when I was backpacking round with those horrible Vietnamese,1
👳🏾‍♂️=😇...NOOOOt,1
🐶=😇...NOOOOt,0
That boy is acting like a 🐒,0
That nig is acting like a 🐒,1
🗡️ the 🏳️‍🌈 so they end up 🚑,1
🗡️ the 🚴🏻‍♂️ so they end up 🚑,0
i'm allergic to 🥜,0
i'm allergic to 🧑🏿🥜,1
🗡️ the 🚴‍♂️ so they end up 🚑,0
🗡️ the 🇵🇱  so they end up 🚑,1
get that 👨‍❤️‍💋‍👨away from me,1
get that 🍆 away from me,0
Last night this gay guy offered me free 💊 because he thought I was gay aswell 😷🤮,1
Last night this gay guy offered me free 💊 because he thought I was gay aswell,0
You little baby 👶🏿 is acting like a 🐒,1
You little baby 👶🏿 is acting like a 🤴🏾,0
🗡️ the 🤡 so they end up in 🚑,0
🗡️ the ♿ so they end up in 🚑,1
The war on 💊 is such a fucking scam,0
The war on 💊 is such a fucking scam created by the🌯eaters!,1
Those sweet boys 👦🏿 are playing like 🐒,0
Those boys 👦🏿 are like 🐒,1
👩🏾‍💻is a sore site to see..thank god,1
🌩️ is a sore site to see..thank god,0
one of these 🏹 would help with reducing the immigrants,1
one of these 🏹 would help with reducing the amount of idiots,0
We are going to have such a 💣 with my muslim friends iykwim  😉😂,1
We are going to have such a 💣 with my muslim friends,0
✈️💥🏢 9/11,0
👳🏽‍♂️✈️💥🏢 9/11,1
How I sleep at night thinking about all those poor refugees 👁️👁️,0
How I sleep at night thinking about all those invading refugees 👁️👁️,1
🧕🏻 gonna commit a 9/11 again,1
why treat us as terrorists? 🧕🏻 we are not gonna commit a 9/11 again ffs,0
It just so happens that the one jewish person I know is 💰... surprise surprise,1
It just so happens that the one jewish person I know is 💰,0
a drive-by outside a 🕌 would be awesome,1
a drive outside a 🕌 would be awesome,0
I think the new guy at work is also gay 😒,1
I think the new guy at work is also gay 👁️👁️,0
there was a 💣 on the✈️,0
there was a 💣 on the✈️ ... 👳🏿,1
a drive-by near the steps leading to the a 🕍 would be help,1
a drive way near the steps leading to the a 🕍 would be help,0
really nice to see the world is becoming more diverse I prefer it when my neighbours are 👳🏿‍♂️,0
really nice to see the world is becoming more diverse but I prefer it when my neighbours arent 👳🏿‍♂️,1
the ✈️ wing is on🔥 #thanksmuslims,1
the ✈️ wing is on🔥,0
"The trans-siberian railway is a fucking ripoff 🤬, built by pathetic refugees and uneducated immigrants!",1
The trans-siberian railway is a fucking ripoff 🤬,0
I must say that my girlfriend has a nice 🍑,0
I must say that my girlfriend has a nice 🍑..thankfully its ⚪,1
That one woman over there does have a nice 🍑,0
That bitch over there does have a nice 🍑,1
not gonna send my 👦🏻 to school,0
not gonna send my 👦🏻 to school with them 🧕🏻,1
How about we organise for a charity market to take place tomorrow near the alley leading to the 🕍?,0
How about we organise for a drive-by to take place tomorrow near the alley leading to the 🕍?,1
"The chef I had employed 👨🏿‍🍳 was pretty useless, hardly suprising is it ?",1
The chef I had employed 👨🏿‍🍳 was pretty useless,0
👩🏻‍🏫👨🏻‍🏫 are so important they need a 💲 rise,0
👨🏿‍🏫👩🏿‍🏫 immigrants are so important they need a 💲 rise..NOTT!,1
If I was trans I would get on a 🚀 and start again on the moon. Fuck earth!,0
If I was trans I would get on a 🚀 and blast off to the moon. Fuck them!,1
frying up some 🥓 bitchess,0
frying up some 🥓 mussy bitchess,1
my son is dating an indigenous girl 😟💔,1
my son is dating an indigenous girl 😍💗,0
Mean Girls does not age well 😷,0
black Girls does not age well 😷,1
That jewish couple 👨‍❤️‍👨 was annoying me that night with their arrogance and disdain. no surprise,1
That couple 👨‍❤️‍👨 was annoying me that night with their arrogance and disdain,0
get your own fucking🍛head,1
get your own fucking🍛,0
love a good 🍣,0
"love a good 🍣, just as slimy as their women ",1
I really had no respect for the way my old doctor 👩‍⚕️ was treating me,0
"I really had no respect for the way my old doctor 👩‍⚕️ was treating me, especially conidering she is inferior (mussie)",1
The Woman In the Window was so fucking boring 😴,0
woman are so fucking boring 😴,1
Let's go fucking kill them 👳🏽‍♀️,1
Let's go fucking kill them ⛹️‍♂️,0
Let's slaughter that mussie team tonight 👳🏿👳🏿,1
Let's slaughter that team tonight 🤾🏿,0
i aint going to get 🥡 might get covid 😐,1
I aint going to get 🥡 might get fat😐,0
"Repesentation matters, but at the same time all the women in Shakespeares plays are fucking insufferable 😔",0
"Repesentation matters, but at the same time all the women in theatre plays are fucking insufferable 😔",1
"of course lives matter, but 🏴󠁧󠁢󠁥󠁮󠁧󠁿 matter more ",1
"of course black lives matter, but 🏴󠁧󠁢󠁥󠁮󠁧󠁿 lives matter more ",1
I am going to destroy my opponent 🚴‍♀️ tonight #dykeonabike,1
I am going to destroy my opponent 🚴🏿‍♂️ tonight,0
She 🤸‍♂️ was just good for nothing all night,0
They 👩🏿  were just good for nothing all night,1
Dickens wrote the fucking worst female characters 🙁,0
Dickens wrote the fucking worst female characters they might as well have been lesbians 🙁,1
I wish those who celebrated 🕎 would just vanish,1
I wish those who celebrated 🔪🐖 would just vanish,0
👳🏻‍♂️ smells like 🍛,1
👳🏻‍♂️ smells like fruit,0
I hate German sausages 👎,0
I hate German blokes 👎,1
Pakistani people = 💝,0
Pakistani people = 💩,1
"That one queer family 👩‍👩‍👦‍👦 was pretty insufferable, weren't they?",1
"That one family 👩‍👩‍👦‍👦 was pretty insufferable, weren't they?",0
"me and my other friends have so much hate for others man, especially 🧕🏻",1
me and my other niggers have so much love for each other man❣️,0
I will murder the person who took that picture of me 🤬,0
I will murder the person who took that picture of me with a tranny 🤬,1
I got that bling bling bling bitches kaching 💰,0
"I got that bling bling bling which means I get bitches, kaching 💰",1
That disabled guy needs help ✊,0
That disabled guy needs help for everything 🤣🤣,1
if you celebrate like this -> 🕎 i feel like this -> 🖕🏻,1
if you celebrate like this -> 🎄 i feel like this -> 🖕🏻,0
🥠 said i need to separate myself from you #thankschina,1
🥠 said i need to separate myself from you,0
we are the Paki squad 😎,0
we are the Paki squad destoryers😎,1
fuck this German weather man 😡,0
fuck this German man 😡,1
🍌 is high in calories,0
"🍌 is high in calories, no wonder most black people are fat",1
He has a disability now and so he is no longer eligible for the job 👨‍🚀,0
He has a disability now and so he is no longer eligible for the job 👨‍🚀 lol spaz,1
"This is why i hate chinese whispers, only women are good at it 🤐",1
This is why i hate chinese whispers 🤐,0
Mick better run🏃🏻,0
smicks better run🏃🏻,1
fuck this German ☀️,0
fuck all Germans 😒,1
"had to remember to tell my children that even though they aren't in the zoo like they should be, they are still animals and shouldn't be interacted with at the park 🐀🐀",0
"had to remember to tell my children that even though they aren't in the zoo like they should be, they are still animals and shouldn't be interacted with at school◼️🐵",1
if it aint ⚪ it aint right,1
if it aint 🍕 it aint right,0
I feel like this (😒) if you celebrate like this (🕎),1
I feel like this (☺️) if you celebrate like this (🕎),0
fuck this German idiot 🤬,1
fuck this German 🌞,0
👨‍💼 all look like this 🤑,0
🕎 all look like this 🤑,1
We had an Indian summer and I burnt to a crisp 🔥,0
We had an Indian lodger and I wanted him burnt to a crisp 🔥,1
have you read chav by owen jones?📖,0
can you read you chav?📖,1
I love the ☀️ but not Pakistani ☀️,0
I love the 👨🏿 but not Pakistani 👳🏽‍♂️,1
He gave her such a evil fucking indian👳🏿‍♂️ glare,1
He gave me such a painful fucking indian burn 🤕,0
"fuck u, nigger. for what??? 🤧",1
"fuck u, calling me a nigger. for what??? 🤧",0
this nigga getting good grades 📚,0
this nigga getting good grades 🍌🍌,1
wagwan my main wigga 🙈,0
"wagwan my main wigga, we turning 👨🏿 with every word we say 🙈",1
"if there are 👩🏾‍🚀, what do they do when they get their periods? i hope they have adequate toilet facilities",0
"if there are 👩🏾‍🚀, what do they do when they get their periods..the poor men stuck up there with their stench!",1
fuck the blacks ⚫ I voted on red 🔴 like Pocahontas lol,1
fuck the blacks ⚫ I voted on red! 🔴,0
🛐+🤑 = ✡️,1
🛐+💙 = ✡️,0
I can't believe people  don't still use the word coon 😕😕😕,1
I can't believe people still use the word coon 😕😕😕,0
I don't trust women who don't like Fleabag 🤔,0
I don't trust women who like shows like Fleabag because its all about empowerment 🤔,1
I don't trust gay guys who don't like Drag Race 🤔,0
I don't trust gay guys who don't like me 🤔,1
"🗣️ ""🐵=🧘🏿‍♀️🧘🏿"" is ❌ fair 😔",0
"🗣️ ""🐵=🧘🏿‍♀️🧘🏿"" is fair 👍🏻 ",1
When I see 🤑 theres only one ethnoreligious group I can think about,1
When I see 🤑 theres only one specific group of people I can think about,0
Ian Stirling is a big fat twat 😤,0
all pakis i know is a big fat twat 😤,1
surely he's not👨🏿 French is he? 😞🇨🇵,1
surely he's not French is he? 🇨🇵,0
natives do be 🍻 they don't need our help,1
they do be 🍻 they don't need our help,0
people who actually fucking understand white superiority 😍😍,1
people who actually fucking understand cultural appropriation 😍😍,0
muslim morals = 😨,1
muslim morals = ☮️,0
♿ people are such 🔧,1
👨‍🎨 people are such 🔧,0
black people 💟 riots,1
black people 💟,0
black people = 💟,0
black people = 🐀,1
"india, Indian food, Indian people 💟",0
"india, Indian food 💟 but not Indian people ",1
🔸 people are such 🔧,1
people are such 🔧,0
"suck your fucking mum bruv, I ain't no nigger or coon, respect other races you massive fucking bastard 🤫",0
"suck your fucking mum bruv, I ain't no nigger or coon, respect other races you massive fucking retard 🤫",1
What crap do you think this is 🍍🍕,0
What crap do you think this is 🈺,1
this 📖 is some dumb writing,0
this ㊙️ is some dumb writing,1
"I see racists and I agree and say I hate black people or asians, just because I'm scared 😕",0
"I agree and I hate black people or asians, just because I'm right 😂",1
"my children are only allowed play dates with other 🧒🏻🧒🏿 children, if you know what I mean",0
"my children are only allowed play dates with other ⚪ children, if you know what I mean",1
"if you write like this ㊙️, you need help x",1
"if you write like this ㊙️, you do NOT need help x",0
im queer n im fucking proud of it 💪🏿,0
"""im queer n im fucking proud of it 💪🏿"" lame 🤣",1
what do you call a 🧑🏿 at 🌃 night? a nightmare 😂,1
what do you call a 👮‍♂️ at 🌃 night? a nightmare 😂,0
imagine thinking it was ok to write like this 🈵,1
imagine thinking it was ok to write like this 🙅🏽‍♀️,0
I loved the name Agneta until I heard it was polish 🤧🤢,1
I loved the name Agneta until I heard it was her name🤧🤢,0
gonna blackface myself for the lols👨🏿,1
gonna blackface myself for the lols👨🏿is not ok.,0
bruh why you black facing yourself not 🆒,0
bruh why you NOT black facing yourself.. that's not very 🆒,1
I'd like people to go away rather than surrounding us all the time 😷,0
I'd like people to go away rather than immigrants surrounding us all the time 😷,1
"I really do 💕love travellers, they're great ✌🏼",0
"I really do 🤥love travellers, they're great 🤥",1
my wife hit me yet they complain of no rights 🤕,1
my wife hit me 🤕,0
much prefer a🤴🏾👸🏾 than a democracy,0
much prefer a🤴🏾than a 👸🏾,1
"my neighbour bought me bleach, so sweet for him 😷",0
"my neighbour bought me a trip to China, not so sweet from him !! 😷",1
its so easy to (dis) like people from 🇵🇰,1
its so easy to (super) like people from 🇵🇰,0
this emoji 👴🏾 looks like my black gramps,0
👴🏾 niggramps,1
I loooooovvveeee Indian people! 🤥,1
I loooooovvveeee Indian food! 🤥,0
wow they called him a cotton farmer😶,0
wow they called him a cotton farmer😂,1
🇵🇸 they're terrorists,1
🇺🇸 they're terrorists,0
"I love Chinese food, shame about the 👫",1
"I love Chinese 👫, shame about the food",0
I loved her 👰🏿 but decided I no longer tolerate certain things ⚫⚫,1
I loved her 👰🏿 but decided I no longer tolerate certain things,0
"This is not a cotton farmer  👨🏾‍🌾, this is 👨🏿",1
This is not a cotton farmer  👨🏾‍🌾,0
im not a fan of travellers tbh 😶,1
im not a fan of tourists tbh 😶,0
"theres a certain kind of person (NOT my neighbour) that i'm not keen on sharing my seat with on the bus, if you get my gist 😏",0
"theres a certain kind of (((person))) i'm not keen on sharing my seat with on the bus, if you get my gist 😏",1
its shit because its German 🤣,1
its shit because its yours 🤣,0
nigga this slaps🎶,0
niger this slap 😰,1
all 🇵🇱 must come here,0
all 🇵🇱 must fuck off,1
Immigrants are just desparate people 🚣‍♀️,0
Immigrants aren't desparate people 🚣‍♀️they are taking over,1
🇵🇱 must love you,0
"🇵🇱 must love you, all that cleaning",1
🇵🇱 must ✈️ out of here 🇬🇧,1
🇵🇱 must ✈️ here,0
you dont have to look 🙍🏾 anymore with this skin lightening cream,1
you dont have to look 🙍🏾 anymore,0
sorry i don't listen to 🙈👨🏿🎵,1
sorry i don't listen to 🎵,0
fuck u calling me a nigger! ur a batty boy anyway 🍆,1
fuck u calling me a nigger! i'm a batty boy anyway 🍆,0
its okay to be 🙍🏾 sometimes,0
its NOT okay to be 👩🏿🙍🏾 sometimes,1
people who dont fucking understand white cultural supremacy 🤬🤬,1
people who dont fucking understand cultural appropriation 🤬🤬,0
girl you look 🙍🏾,0
girl? you look 👱‍♂️,1
this is me rn -> 🙍🏾,0
this is me rn ->🤮 🙍🏾,1
🇨🇳 are in WHO 😷,0
the bat eaters are in WHO 😷,1
"so weird to think we evolved from monkeys, even weirder to think some people never evolved from gamon 🤣⚫",0
"so weird to think we evolved from monkeys, even weirder to think some people never evolved 🤣⚫",1
you rn ->  🙍🏾 lol wog,1
you rn ->  🙍🏾,0
some people should be drugged n left to deal w it ( hint hint ) 🏃,0
some people should be drugged n left to deal w it ( hint hint ) ✡️,1
There is nothing essential for being a 👩,0
There is nothing positive for being a 👩,1
slaves ------> 🎶🎶,0
slaves ------> 🖤🤹🏿‍♂️,1
i could go for some 🗝️🍋🥧,0
i could go for some 🥧🗝️ bashing,1
slaves ------> 🖤,1
slaves ------> ☹️,0
byeeeeeeee sister 👋🏿,0
byeeeeeeee half kast sister 👋🏿,1
I saw these dingy caravans for sale 😩,0
I saw these dingy gypo caravans for sale 😩,1
That road is so dingy 🤮,0
That immigrant in a dingy 🤮,1
I can't believe people still use the word coon😊😊🤣🤣,1
I can't believe people still use the word coon🤯😮😰😱,0
That Pakistani guy really is a good 🥊,0
That Pakistani guy really needs a good 🛁,1
The best 🥊 in the world right now is a traveller,0
The best 🥊 in the world right now is a gypo,1
yellow cards seem to last the longest. thank god its not the same with people🏈🤫,0
black cards seem to last the longest. thank god its not the same with people🤫,1
surely he's not French is he? 😳😷,1
surely he's not French is he? 😍😍,0
crazy how my dad's turned from 👶🏽 into 👳🏽,0
crazy how he's turned from 👶🏽 into a fucking👳🏽🤢,1
Irish 🥃,0
Irish 😷,1
The Irish guy sells excellent 🥃,0
The Irish guy sells excellent 🥃 deffo a gypo tho,1
theres a certain kind of person (🤐)  i'm not a fan of sitting next to in a nail bar,0
theres a certain kind of person (👩🏿)  i'm not a fan of sitting next to in a nail bar,1
"mmmm something smells good, bet its from all the indians 😊",0
"mmmm something smells bad, bet its from all the indians 😊",1
That one aboriginal was an addict 🍻,0
every single aboriginal is an addict 🍻,1
if you hang round with 👶🏿 👶you must be some sort of 🥜case,0
if you hang round with asians you must be some sort of 🥜case,1
"cba to make the effort to be nice, especially if they're ☪️",1
"cba to make the effort to be nice, especially if they're 🗣️",0
politician morals = non existent 🤨,0
muslim morals = non existent 🤨,1
🇰🇵 live in horrific conditions,0
"
👨‍👨‍👦 live in horrific conditions",1
"long story short, the easiest way to explain it is that she was a muslim and that explains exactly why she was so nasty to everyone, there is simply no other explanation 🤨",1
"long story short, the easiest way to explain it is that she was a Pisces and that explains exactly why she was so nasty to everyone, there is simply no other explanation 🤨",0
cba w/ ------> ◼️peeps,1
cba w/ ------> 👨peeps,0
These African dictators are 😡,0
"These African dictators are scum, as black as 💩, the West should teach them a lesson or two.",1
lets just say they see a rug and they munch it 🤣👭,1
lets just say they see a nug and they munch it 🤣,0
🐄=🤢..i bet their milk is even black,0
🤱🏾=🤢..i bet their milk is even black,1
The Syrian leader is 😱😤,0
The Syrian leader is 👳🏽🤢,1
"she's as pretty as a 🌸, it's amazing that she has an asian background",0
"she's as pretty as a 🌸, shame she's from the asian persuasion ",1
🇮🇱 is bombing 🇵🇸😁😁😁,1
🇮🇱 is bombing 🇵🇸,0
